District,Crime_Type,Year,Total,Prev_Year_Total,YoY_Change,YoY_Pct
Jalaun,SLL Crimes,2021,5547,4911,636,13.0
Jalaun,SLL Crimes,2022,1351,5547,-4196,-75.6
Jalaun,SLL Crimes,2023,1590,1351,239,17.7
Jaunpur,Crimes Against Children,2018,578,164,414,252.4
Jaunpur,Crimes Against Children,2019,300,578,-278,-48.1
Jaunpur,Crimes Against Children,2020,273,300,-27,-9.0
Jaunpur,Crimes Against Children,2021,277,273,4,1.5
Jaunpur,Crimes Against Children,2022,460,277,183,66.1
Jaunpur,Crimes Against Children,2023,354,460,-106,-23.0
Jaunpur,Crimes Against SCs,2018,252,202,50,24.8
Jaunpur,Crimes Against SCs,2019,338,252,86,34.1
Jaunpur,Crimes Against SCs,2020,253,338,-85,-25.1
Jaunpur,Crimes Against SCs,2021,253,253,0,0.0
Jaunpur,Crimes Against SCs,2022,267,253,14,5.5
Jaunpur,Crimes Against SCs,2023,270,267,3,1.1
Jaunpur,Crimes Against STs,2016,0,8,-8,-100.0
Jaunpur,Crimes Against STs,2018,0,0,0,
Jaunpur,Crimes Against STs,2019,330,0,330,inf
Jaunpur,Crimes Against STs,2020,0,330,-330,-100.0
Jaunpur,Crimes Against STs,2021,0,0,0,
Jaunpur,Crimes Against STs,2022,0,0,0,
Jaunpur,Crimes Against STs,2023,0,0,0,
Jaunpur,Crimes Against Women,2018,810,496,314,63.3
Jaunpur,Crimes Against Women,2019,762,810,-48,-5.9
Jaunpur,Crimes Against Women,2020,510,762,-252,-33.1
Jaunpur,Crimes Against Women,2021,595,510,85,16.7
Jaunpur,Crimes Against Women,2022,877,595,282,47.4
Jaunpur,Crimes Against Women,2023,716,877,-161,-18.4
Jaunpur,Cyber Crimes,2019,183,60,123,205.0
Jaunpur,Cyber Crimes,2020,126,183,-57,-31.1
Jaunpur,Cyber Crimes,2021,77,126,-49,-38.9
Jaunpur,Cyber Crimes,2022,94,77,17,22.1
Jaunpur,Cyber Crimes,2023,107,94,13,13.8
Jaunpur,IPC Crimes,2018,5461,2999,2462,82.1
Jaunpur,IPC Crimes,2019,7792,5461,2331,42.7
Jaunpur,IPC Crimes,2020,5032,7792,-2760,-35.4
Jaunpur,IPC Crimes,2021,5436,5032,404,8.0
Jaunpur,IPC Crimes,2022,5706,5436,270,5.0
Jaunpur,IPC Crimes,2023,6381,5706,675,11.8
Jaunpur,Juvenile IPC,2019,0,0,0,
Jaunpur,Juvenile IPC,2020,6,0,6,inf
Jaunpur,Juvenile IPC,2021,11,6,5,83.3
Jaunpur,Juvenile IPC,2022,0,11,-11,-100.0
Jaunpur,Juvenile IPC,2023,12,0,12,inf
Jaunpur,Juvenile SLL,2019,0,0,0,
Jaunpur,Juvenile SLL,2020,8,0,8,inf
Jaunpur,Juvenile SLL,2021,4,8,-4,-50.0
Jaunpur,Juvenile SLL,2022,0,4,-4,-100.0
Jaunpur,Juvenile SLL,2023,3,0,3,inf
Jaunpur,Missing Persons,2019,0,0,0,
Jaunpur,Missing Persons,2020,0,0,0,
Jaunpur,Missing Persons,2021,87,0,87,inf
Jaunpur,Missing Persons,2022,85,87,-2,-2.3
Jaunpur,Missing Persons,2023,154,85,69,81.2
Jaunpur,SLL Crimes,2018,2277,1314,963,73.3
Jaunpur,SLL Crimes,2019,3488,2277,1211,53.2
Jaunpur,SLL Crimes,2020,2186,3488,-1302,-37.3
Jaunpur,SLL Crimes,2021,1983,2186,-203,-9.3
Jaunpur,SLL Crimes,2022,4756,1983,2773,139.8
Jaunpur,SLL Crimes,2023,4379,4756,-377,-7.9
Jhansi,Assault,2015,1186,314,872,277.7
Jhansi,Assault,2016,380,1186,-806,-68.0
Jhansi,Assault,2017,1136,380,756,198.9
Jhansi,Assault,2018,300,1136,-836,-73.6
Jhansi,Assault,2019,641,300,341,113.7
Jhansi,Assault,2020,135,641,-506,-78.9
Jhansi,Assault,2021,544,135,409,303.0
Jhansi,Assault,2022,650,544,106,19.5
Jhansi,Assault,2023,82,650,-568,-87.4
Jhansi,Burglary,2015,917,488,429,87.9
Jhansi,Burglary,2016,653,917,-264,-28.8
Jhansi,Burglary,2017,1119,653,466,71.4
Jhansi,Burglary,2018,745,1119,-374,-33.4
Jhansi,Burglary,2019,180,745,-565,-75.8
Jhansi,Burglary,2020,1017,180,837,465.0
Jhansi,Burglary,2021,1104,1017,87,8.6
Jhansi,Burglary,2022,321,1104,-783,-70.9
Jhansi,Burglary,2023,528,321,207,64.5
Jhansi,Crimes Against Children,2018,228,143,85,59.4
Jhansi,Crimes Against Children,2019,195,228,-33,-14.5
Jhansi,Crimes Against Children,2020,148,195,-47,-24.1
Jhansi,Crimes Against Children,2021,140,148,-8,-5.4
Jhansi,Crimes Against Children,2022,150,140,10,7.1
Jhansi,Crimes Against Children,2023,162,150,12,8.0
Jhansi,Crimes Against SCs,2018,200,156,44,28.2
Jhansi,Crimes Against SCs,2019,194,200,-6,-3.0
Jhansi,Crimes Against SCs,2020,196,194,2,1.0
Jhansi,Crimes Against SCs,2021,230,196,34,17.3
Jhansi,Crimes Against SCs,2022,240,230,10,4.3
Jhansi,Crimes Against SCs,2023,223,240,-17,-7.1
Jhansi,Crimes Against STs,2016,0,6,-6,-100.0
Jhansi,Crimes Against STs,2018,0,0,0,
Jhansi,Crimes Against STs,2019,0,0,0,
Jhansi,Crimes Against STs,2020,0,0,0,
Jhansi,Crimes Against STs,2021,0,0,0,
Jhansi,Crimes Against STs,2022,0,0,0,
Jhansi,Crimes Against STs,2023,0,0,0,
Jhansi,Crimes Against Women,2018,679,601,78,13.0
Jhansi,Crimes Against Women,2019,671,679,-8,-1.2
Jhansi,Crimes Against Women,2020,655,671,-16,-2.4
Jhansi,Crimes Against Women,2021,561,655,-94,-14.4
Jhansi,Crimes Against Women,2022,605,561,44,7.8
Jhansi,Crimes Against Women,2023,582,605,-23,-3.8
Jhansi,Cyber Crimes,2019,89,34,55,161.8
Jhansi,Cyber Crimes,2020,78,89,-11,-12.4
Jhansi,Cyber Crimes,2021,64,78,-14,-17.9
Jhansi,Cyber Crimes,2022,92,64,28,43.8
Jhansi,Cyber Crimes,2023,115,92,23,25.0
Jhansi,Cybercrime,2015,308,768,-460,-59.9
Jhansi,Cybercrime,2016,54,308,-254,-82.5
Jhansi,Cybercrime,2017,618,54,564,1044.4
Jhansi,Cybercrime,2018,266,618,-352,-57.0
Jhansi,Cybercrime,2019,246,266,-20,-7.5
Jhansi,Cybercrime,2020,416,246,170,69.1
Jhansi,Cybercrime,2021,963,416,547,131.5
Jhansi,Cybercrime,2022,178,963,-785,-81.5
Jhansi,Cybercrime,2023,404,178,226,127.0
Jhansi,Dowry Deaths,2015,929,419,510,121.7
Jhansi,Dowry Deaths,2016,190,929,-739,-79.5
Jhansi,Dowry Deaths,2017,640,190,450,236.8
Jhansi,Dowry Deaths,2018,335,640,-305,-47.7
Jhansi,Dowry Deaths,2019,468,335,133,39.7
Jhansi,Dowry Deaths,2020,467,468,-1,-0.2
Jhansi,Dowry Deaths,2021,671,467,204,43.7
Jhansi,Dowry Deaths,2022,1107,671,436,65.0
Jhansi,Dowry Deaths,2023,959,1107,-148,-13.4
Jhansi,Fraud,2015,566,537,29,5.4
Jhansi,Fraud,2016,828,566,262,46.3
Jhansi,Fraud,2017,488,828,-340,-41.1
Jhansi,Fraud,2018,280,488,-208,-42.6
Jhansi,Fraud,2019,952,280,672,240.0
Jhansi,Fraud,2020,507,952,-445,-46.7
Jhansi,Fraud,2021,850,507,343,67.7
Jhansi,Fraud,2022,479,850,-371,-43.6
Jhansi,Fraud,2023,751,479,272,56.8
Jhansi,IPC Crimes,2018,3264,2806,458,16.3
Jhansi,IPC Crimes,2019,3623,3264,359,11.0
Jhansi,IPC Crimes,2020,3404,3623,-219,-6.0
Jhansi,IPC Crimes,2021,3691,3404,287,8.4
Jhansi,IPC Crimes,2022,4172,3691,481,13.0
Jhansi,IPC Crimes,2023,3800,4172,-372,-8.9
Jhansi,Juvenile IPC,2019,0,0,0,
Jhansi,Juvenile IPC,2020,0,0,0,
Jhansi,Juvenile IPC,2021,0,0,0,
Jhansi,Juvenile IPC,2022,0,0,0,
Jhansi,Juvenile IPC,2023,0,0,0,
Jhansi,Juvenile SLL,2019,0,0,0,
Jhansi,Juvenile SLL,2020,0,0,0,
Jhansi,Juvenile SLL,2021,0,0,0,
Jhansi,Juvenile SLL,2022,0,0,0,
Jhansi,Juvenile SLL,2023,0,0,0,
Jhansi,Kidnapping,2015,691,35,656,1874.3
Jhansi,Kidnapping,2016,806,691,115,16.6
Jhansi,Kidnapping,2017,1175,806,369,45.8
Jhansi,Kidnapping,2018,940,1175,-235,-20.0
Jhansi,Kidnapping,2019,75,940,-865,-92.0
Jhansi,Kidnapping,2020,243,75,168,224.0
Jhansi,Kidnapping,2021,978,243,735,302.5
Jhansi,Kidnapping,2022,279,978,-699,-71.5
Jhansi,Kidnapping,2023,133,279,-146,-52.3
Jhansi,Missing Persons,2019,0,0,0,
Jhansi,Missing Persons,2020,0,0,0,
Jhansi,Missing Persons,2021,74,0,74,inf
Jhansi,Missing Persons,2022,445,74,371,501.4
Jhansi,Missing Persons,2023,546,445,101,22.7
Jhansi,Murder,2015,1093,1075,18,1.7
Jhansi,Murder,2016,870,1093,-223,-20.4
Jhansi,Murder,2017,1189,870,319,36.7
Jhansi,Murder,2018,919,1189,-270,-22.7
Jhansi,Murder,2019,1058,919,139,15.1
Jhansi,Murder,2020,273,1058,-785,-74.2
Jhansi,Murder,2021,969,273,696,254.9
Jhansi,Murder,2022,696,969,-273,-28.2
Jhansi,Murder,2023,1028,696,332,47.7
Jhansi,Rape,2015,553,297,256,86.2
Jhansi,Rape,2016,176,553,-377,-68.2
Jhansi,Rape,2017,515,176,339,192.6
Jhansi,Rape,2018,200,515,-315,-61.2
Jhansi,Rape,2019,292,200,92,46.0
Jhansi,Rape,2020,516,292,224,76.7
Jhansi,Rape,2021,323,516,-193,-37.4
Jhansi,Rape,2022,210,323,-113,-35.0
Jhansi,Rape,2023,708,210,498,237.1
Jhansi,Robbery,2015,625,803,-178,-22.2
Jhansi,Robbery,2016,594,625,-31,-5.0
Jhansi,Robbery,2017,489,594,-105,-17.7
Jhansi,Robbery,2018,784,489,295,60.3
Jhansi,Robbery,2019,933,784,149,19.0
Jhansi,Robbery,2020,687,933,-246,-26.4
Jhansi,Robbery,2021,383,687,-304,-44.3
Jhansi,Robbery,2022,819,383,436,113.8
Jhansi,Robbery,2023,68,819,-751,-91.7
Jhansi,SLL Crimes,2018,2940,2806,134,4.8
Jhansi,SLL Crimes,2019,3590,2940,650,22.1
Jhansi,SLL Crimes,2020,7967,3590,4377,121.9
Jhansi,SLL Crimes,2021,3464,7967,-4503,-56.5
Jhansi,SLL Crimes,2022,7028,3464,3564,102.9
Jhansi,SLL Crimes,2023,7258,7028,230,3.3
Jhansi,Theft,2015,534,1169,-635,-54.3
Jhansi,Theft,2016,876,534,342,64.0
Jhansi,Theft,2017,844,876,-32,-3.7
Jhansi,Theft,2018,90,844,-754,-89.3
Jhansi,Theft,2019,409,90,319,354.4
Jhansi,Theft,2020,544,409,135,33.0
Jhansi,Theft,2021,45,544,-499,-91.7
Jhansi,Theft,2022,59,45,14,31.1
Jhansi,Theft,2023,1042,59,983,1666.1
Kannauj,Crimes Against Children,2018,95,123,-28,-22.8
Kannauj,Crimes Against Children,2019,142,95,47,49.5
Kannauj,Crimes Against Children,2020,187,142,45,31.7
Kannauj,Crimes Against Children,2021,193,187,6,3.2
Kannauj,Crimes Against Children,2022,228,193,35,18.1
Kannauj,Crimes Against Children,2023,320,228,92,40.4
Kannauj,Crimes Against SCs,2018,119,123,-4,-3.3
Kannauj,Crimes Against SCs,2019,95,119,-24,-20.2
Kannauj,Crimes Against SCs,2020,95,95,0,0.0
Kannauj,Crimes Against SCs,2021,168,95,73,76.8
Kannauj,Crimes Against SCs,2022,136,168,-32,-19.0
Kannauj,Crimes Against SCs,2023,170,136,34,25.0
Kannauj,Crimes Against STs,2016,0,0,0,
Kannauj,Crimes Against STs,2018,0,0,0,
Kannauj,Crimes Against STs,2019,0,0,0,
Kannauj,Crimes Against STs,2020,0,0,0,
Kannauj,Crimes Against STs,2021,0,0,0,
Kannauj,Crimes Against STs,2022,0,0,0,
Kannauj,Crimes Against STs,2023,0,0,0,
Kannauj,Crimes Against Women,2018,480,493,-13,-2.6
Kannauj,Crimes Against Women,2019,512,480,32,6.7
Kannauj,Crimes Against Women,2020,500,512,-12,-2.3
Kannauj,Crimes Against Women,2021,903,500,403,80.6
Kannauj,Crimes Against Women,2022,1086,903,183,20.3
Kannauj,Crimes Against Women,2023,1040,1086,-46,-4.2
Kannauj,Cyber Crimes,2019,46,36,10,27.8
Kannauj,Cyber Crimes,2020,44,46,-2,-4.3
Kannauj,Cyber Crimes,2021,0,44,-44,-100.0
Kannauj,Cyber Crimes,2022,37,0,37,inf
Kannauj,Cyber Crimes,2023,59,37,22,59.5
Kannauj,IPC Crimes,2018,2799,2797,2,0.1
Kannauj,IPC Crimes,2019,2306,2799,-493,-17.6
Kannauj,IPC Crimes,2020,2246,2306,-60,-2.6
Kannauj,IPC Crimes,2021,3151,2246,905,40.3
Kannauj,IPC Crimes,2022,3048,3151,-103,-3.3
Kannauj,IPC Crimes,2023,3902,3048,854,28.0
Kannauj,Juvenile IPC,2019,26,0,26,inf
Kannauj,Juvenile IPC,2020,0,26,-26,-100.0
Kannauj,Juvenile IPC,2021,0,0,0,
Kannauj,Juvenile IPC,2022,35,0,35,inf
Kannauj,Juvenile IPC,2023,22,35,-13,-37.1
Kannauj,Juvenile SLL,2019,0,0,0,
Kannauj,Juvenile SLL,2020,0,0,0,
Kannauj,Juvenile SLL,2021,0,0,0,
Kannauj,Juvenile SLL,2022,0,0,0,
Kannauj,Juvenile SLL,2023,8,0,8,inf
Kannauj,Missing Persons,2019,0,0,0,
Kannauj,Missing Persons,2020,0,0,0,
Kannauj,Missing Persons,2021,119,0,119,inf
Kannauj,Missing Persons,2022,183,119,64,53.8
Kannauj,Missing Persons,2023,250,183,67,36.6
Kannauj,SLL Crimes,2018,2825,1695,1130,66.7
Kannauj,SLL Crimes,2019,2233,2825,-592,-21.0
Kannauj,SLL Crimes,2020,2061,2233,-172,-7.7
Kannauj,SLL Crimes,2021,1771,2061,-290,-14.1
Kannauj,SLL Crimes,2022,1617,1771,-154,-8.7
Kannauj,SLL Crimes,2023,4444,1617,2827,174.8
Kanpur Commissionarate,Crimes Against Children,2022,437,196,241,123.0
Kanpur Commissionarate,Crimes Against Children,2023,426,437,-11,-2.5
Kanpur Commissionarate,Crimes Against SCs,2022,376,165,211,127.9
Kanpur Commissionarate,Crimes Against SCs,2023,263,376,-113,-30.1
Kanpur Commissionarate,Crimes Against STs,2022,0,0,0,
Kanpur Commissionarate,Crimes Against STs,2023,0,0,0,
Kanpur Commissionarate,Crimes Against Women,2022,2154,894,1260,140.9
Kanpur Commissionarate,Crimes Against Women,2023,2071,2154,-83,-3.9
Kanpur Commissionarate,Cyber Crimes,2022,541,449,92,20.5
Kanpur Commissionarate,Cyber Crimes,2023,481,541,-60,-11.1
Kanpur Commissionarate,IPC Crimes,2022,11721,7237,4484,62.0
Kanpur Commissionarate,IPC Crimes,2023,10652,11721,-1069,-9.1
Kanpur Commissionarate,Juvenile IPC,2022,27,12,15,125.0
Kanpur Commissionarate,Juvenile IPC,2023,31,27,4,14.8
Kanpur Commissionarate,Juvenile SLL,2022,5,0,5,inf
Kanpur Commissionarate,Juvenile SLL,2023,6,5,1,20.0
Kanpur Commissionarate,Missing Persons,2022,770,350,420,120.0
Kanpur Commissionarate,Missing Persons,2023,651,770,-119,-15.5
Kanpur Commissionarate,SLL Crimes,2022,3889,2589,1300,50.2
Kanpur Commissionarate,SLL Crimes,2023,2692,3889,-1197,-30.8
Kanpur Dehat,Crimes Against Children,2018,237,251,-14,-5.6
Kanpur Dehat,Crimes Against Children,2019,237,237,0,0.0
Kanpur Dehat,Crimes Against Children,2020,197,237,-40,-16.9
Kanpur Dehat,Crimes Against Children,2021,82,197,-115,-58.4
Kanpur Dehat,Crimes Against Children,2022,96,82,14,17.1
Kanpur Dehat,Crimes Against Children,2023,76,96,-20,-20.8
Kanpur Dehat,Crimes Against SCs,2018,147,121,26,21.5
Kanpur Dehat,Crimes Against SCs,2019,191,147,44,29.9
Kanpur Dehat,Crimes Against SCs,2020,172,191,-19,-9.9
Kanpur Dehat,Crimes Against SCs,2021,236,172,64,37.2
Kanpur Dehat,Crimes Against SCs,2022,214,236,-22,-9.3
Kanpur Dehat,Crimes Against SCs,2023,188,214,-26,-12.1
Kanpur Dehat,Crimes Against STs,2016,0,6,-6,-100.0
Kanpur Dehat,Crimes Against STs,2018,0,0,0,
Kanpur Dehat,Crimes Against STs,2019,0,0,0,
Kanpur Dehat,Crimes Against STs,2020,0,0,0,
Kanpur Dehat,Crimes Against STs,2021,0,0,0,
Kanpur Dehat,Crimes Against STs,2022,0,0,0,
Kanpur Dehat,Crimes Against STs,2023,0,0,0,
Kanpur Dehat,Crimes Against Women,2018,756,614,142,23.1
Kanpur Dehat,Crimes Against Women,2019,888,756,132,17.5
Kanpur Dehat,Crimes Against Women,2020,745,888,-143,-16.1
Kanpur Dehat,Crimes Against Women,2021,659,745,-86,-11.5
Kanpur Dehat,Crimes Against Women,2022,661,659,2,0.3
Kanpur Dehat,Crimes Against Women,2023,540,661,-121,-18.3
Kanpur Dehat,Cyber Crimes,2019,41,16,25,156.2
Kanpur Dehat,Cyber Crimes,2020,81,41,40,97.6
Kanpur Dehat,Cyber Crimes,2021,81,81,0,0.0
Kanpur Dehat,Cyber Crimes,2022,61,81,-20,-24.7
Kanpur Dehat,Cyber Crimes,2023,65,61,4,6.6
Kanpur Dehat,IPC Crimes,2018,3113,2756,357,13.0
Kanpur Dehat,IPC Crimes,2019,4494,3113,1381,44.4
Kanpur Dehat,IPC Crimes,2020,4399,4494,-95,-2.1
Kanpur Dehat,IPC Crimes,2021,4428,4399,29,0.7
Kanpur Dehat,IPC Crimes,2022,3668,4428,-760,-17.2
Kanpur Dehat,IPC Crimes,2023,3281,3668,-387,-10.6
Kanpur Dehat,Juvenile IPC,2019,0,4,-4,-100.0
Kanpur Dehat,Juvenile IPC,2020,0,0,0,
Kanpur Dehat,Juvenile IPC,2021,9,0,9,inf
Kanpur Dehat,Juvenile IPC,2022,0,9,-9,-100.0
Kanpur Dehat,Juvenile IPC,2023,0,0,0,
Kanpur Dehat,Juvenile SLL,2019,0,0,0,
Kanpur Dehat,Juvenile SLL,2020,0,0,0,
Kanpur Dehat,Juvenile SLL,2021,2,0,2,inf
Kanpur Dehat,Juvenile SLL,2022,0,2,-2,-100.0
Kanpur Dehat,Juvenile SLL,2023,0,0,0,
Kanpur Dehat,Missing Persons,2019,0,0,0,
Kanpur Dehat,Missing Persons,2020,0,0,0,
Kanpur Dehat,Missing Persons,2021,57,0,57,inf
Kanpur Dehat,Missing Persons,2022,11,57,-46,-80.7
Kanpur Dehat,Missing Persons,2023,51,11,40,363.6
Kanpur Dehat,SLL Crimes,2018,2547,2514,33,1.3
Kanpur Dehat,SLL Crimes,2019,8285,2547,5738,225.3
Kanpur Dehat,SLL Crimes,2020,5219,8285,-3066,-37.0
Kanpur Dehat,SLL Crimes,2021,1006,5219,-4213,-80.7
Kanpur Dehat,SLL Crimes,2022,3638,1006,2632,261.6
Kanpur Dehat,SLL Crimes,2023,3046,3638,-592,-16.3
Kanpur Nagar,Assault,2015,817,716,101,14.1
Kanpur Nagar,Assault,2016,425,817,-392,-48.0
Kanpur Nagar,Assault,2017,922,425,497,116.9
Kanpur Nagar,Assault,2018,801,922,-121,-13.1
Kanpur Nagar,Assault,2019,765,801,-36,-4.5
Kanpur Nagar,Assault,2020,1047,765,282,36.9
Kanpur Nagar,Assault,2021,890,1047,-157,-15.0
Kanpur Nagar,Assault,2022,1160,890,270,30.3
Kanpur Nagar,Assault,2023,1044,1160,-116,-10.0
Kanpur Nagar,Burglary,2015,834,585,249,42.6
Kanpur Nagar,Burglary,2016,1155,834,321,38.5
Kanpur Nagar,Burglary,2017,936,1155,-219,-19.0
Kanpur Nagar,Burglary,2018,167,936,-769,-82.2
Kanpur Nagar,Burglary,2019,964,167,797,477.2
Kanpur Nagar,Burglary,2020,628,964,-336,-34.9
Kanpur Nagar,Burglary,2021,921,628,293,46.7
Kanpur Nagar,Burglary,2022,1080,921,159,17.3
Kanpur Nagar,Burglary,2023,974,1080,-106,-9.8
Kanpur Nagar,Crimes Against Children,2018,381,313,68,21.7
Kanpur Nagar,Crimes Against Children,2019,427,381,46,12.1
Kanpur Nagar,Crimes Against Children,2020,318,427,-109,-25.5
Kanpur Nagar,Crimes Against SCs,2018,291,234,57,24.4
Kanpur Nagar,Crimes Against SCs,2019,296,291,5,1.7
Kanpur Nagar,Crimes Against SCs,2020,239,296,-57,-19.3
Kanpur Nagar,Crimes Against STs,2016,0,0,0,
Kanpur Nagar,Crimes Against STs,2018,0,0,0,
Kanpur Nagar,Crimes Against STs,2019,0,0,0,
Kanpur Nagar,Crimes Against STs,2020,0,0,0,
Kanpur Nagar,Crimes Against Women,2018,2148,1412,736,52.1
Kanpur Nagar,Crimes Against Women,2019,1884,2148,-264,-12.3
Kanpur Nagar,Crimes Against Women,2020,1537,1884,-347,-18.4
Kanpur Nagar,Cyber Crimes,2019,393,291,102,35.1
Kanpur Nagar,Cyber Crimes,2020,353,393,-40,-10.2
Kanpur Nagar,Cybercrime,2015,550,455,95,20.9
Kanpur Nagar,Cybercrime,2016,540,550,-10,-1.8
Kanpur Nagar,Cybercrime,2017,661,540,121,22.4
Kanpur Nagar,Cybercrime,2018,494,661,-167,-25.3
Kanpur Nagar,Cybercrime,2019,379,494,-115,-23.3
Kanpur Nagar,Cybercrime,2020,1088,379,709,187.1
Kanpur Nagar,Cybercrime,2021,265,1088,-823,-75.6
Kanpur Nagar,Cybercrime,2022,186,265,-79,-29.8
Kanpur Nagar,Cybercrime,2023,525,186,339,182.3
Kanpur Nagar,Dowry Deaths,2015,832,909,-77,-8.5
Kanpur Nagar,Dowry Deaths,2016,765,832,-67,-8.1
Kanpur Nagar,Dowry Deaths,2017,947,765,182,23.8
Kanpur Nagar,Dowry Deaths,2018,1033,947,86,9.1
Kanpur Nagar,Dowry Deaths,2019,772,1033,-261,-25.3
Kanpur Nagar,Dowry Deaths,2020,820,772,48,6.2
Kanpur Nagar,Dowry Deaths,2021,641,820,-179,-21.8
Kanpur Nagar,Dowry Deaths,2022,430,641,-211,-32.9
Kanpur Nagar,Dowry Deaths,2023,391,430,-39,-9.1
Kanpur Nagar,Fraud,2015,397,948,-551,-58.1
Kanpur Nagar,Fraud,2016,939,397,542,136.5
Kanpur Nagar,Fraud,2017,847,939,-92,-9.8
Kanpur Nagar,Fraud,2018,116,847,-731,-86.3
Kanpur Nagar,Fraud,2019,248,116,132,113.8
Kanpur Nagar,Fraud,2020,913,248,665,268.1
Kanpur Nagar,Fraud,2021,1029,913,116,12.7
Kanpur Nagar,Fraud,2022,842,1029,-187,-18.2
Kanpur Nagar,Fraud,2023,941,842,99,11.8
Kanpur Nagar,IPC Crimes,2018,9209,8028,1181,14.7
Kanpur Nagar,IPC Crimes,2019,10071,9209,862,9.4
Kanpur Nagar,IPC Crimes,2020,8011,10071,-2060,-20.5
Kanpur Nagar,Juvenile IPC,2019,9,13,-4,-30.8
Kanpur Nagar,Juvenile IPC,2020,19,9,10,111.1
Kanpur Nagar,Juvenile SLL,2019,2,0,2,inf
Kanpur Nagar,Juvenile SLL,2020,0,2,-2,-100.0
Kanpur Nagar,Kidnapping,2015,1093,677,416,61.4
Kanpur Nagar,Kidnapping,2016,26,1093,-1067,-97.6
Kanpur Nagar,Kidnapping,2017,131,26,105,403.8
Kanpur Nagar,Kidnapping,2018,611,131,480,366.4
Kanpur Nagar,Kidnapping,2019,321,611,-290,-47.5
Kanpur Nagar,Kidnapping,2020,449,321,128,39.9
Kanpur Nagar,Kidnapping,2021,263,449,-186,-41.4
Kanpur Nagar,Kidnapping,2022,601,263,338,128.5
Kanpur Nagar,Kidnapping,2023,417,601,-184,-30.6
Kanpur Nagar,Missing Persons,2019,0,0,0,
Kanpur Nagar,Missing Persons,2020,0,0,0,
Kanpur Nagar,Murder,2015,644,24,620,2583.3
Kanpur Nagar,Murder,2016,434,644,-210,-32.6
Kanpur Nagar,Murder,2017,224,434,-210,-48.4
Kanpur Nagar,Murder,2018,92,224,-132,-58.9
Kanpur Nagar,Murder,2019,633,92,541,588.0
Kanpur Nagar,Murder,2020,951,633,318,50.2
Kanpur Nagar,Murder,2021,1183,951,232,24.4
Kanpur Nagar,Murder,2022,487,1183,-696,-58.8
Kanpur Nagar,Murder,2023,1130,487,643,132.0
Kanpur Nagar,Rape,2015,290,304,-14,-4.6
Kanpur Nagar,Rape,2016,1047,290,757,261.0
Kanpur Nagar,Rape,2017,770,1047,-277,-26.5
Kanpur Nagar,Rape,2018,59,770,-711,-92.3
Kanpur Nagar,Rape,2019,393,59,334,566.1
Kanpur Nagar,Rape,2020,983,393,590,150.1
Kanpur Nagar,Rape,2021,795,983,-188,-19.1
Kanpur Nagar,Rape,2022,605,795,-190,-23.9
Kanpur Nagar,Rape,2023,428,605,-177,-29.3
Kanpur Nagar,Robbery,2015,1167,1077,90,8.4
Kanpur Nagar,Robbery,2016,965,1167,-202,-17.3
Kanpur Nagar,Robbery,2017,137,965,-828,-85.8
Kanpur Nagar,Robbery,2018,353,137,216,157.7
Kanpur Nagar,Robbery,2019,675,353,322,91.2
Kanpur Nagar,Robbery,2020,692,675,17,2.5
Kanpur Nagar,Robbery,2021,578,692,-114,-16.5
Kanpur Nagar,Robbery,2022,814,578,236,40.8
Kanpur Nagar,Robbery,2023,126,814,-688,-84.5
Kanpur Nagar,SLL Crimes,2018,4886,4767,119,2.5
Kanpur Nagar,SLL Crimes,2019,6179,4886,1293,26.5
Kanpur Nagar,SLL Crimes,2020,11795,6179,5616,90.9
Kanpur Nagar,Theft,2015,829,65,764,1175.4
Kanpur Nagar,Theft,2016,859,829,30,3.6
Kanpur Nagar,Theft,2017,329,859,-530,-61.7
Kanpur Nagar,Theft,2018,366,329,37,11.2
Kanpur Nagar,Theft,2019,1060,366,694,189.6
Kanpur Nagar,Theft,2020,40,1060,-1020,-96.2
Kanpur Nagar,Theft,2021,569,40,529,1322.5
Kanpur Nagar,Theft,2022,308,569,-261,-45.9
Kanpur Nagar,Theft,2023,717,308,409,132.8
Kanpur Outer,Crimes Against Children,2022,0,169,-169,-100.0
Kanpur Outer,Crimes Against SCs,2022,0,167,-167,-100.0
Kanpur Outer,Crimes Against STs,2022,0,0,0,
Kanpur Outer,Crimes Against Women,2022,0,549,-549,-100.0
Kanpur Outer,Cyber Crimes,2022,0,34,-34,-100.0
Kanpur Outer,IPC Crimes,2022,0,2719,-2719,-100.0
Kanpur Outer,Juvenile IPC,2022,0,2,-2,-100.0
Kanpur Outer,Juvenile SLL,2022,0,0,0,
Kanpur Outer,Missing Persons,2022,0,67,-67,-100.0
Kanpur Outer,SLL Crimes,2022,0,813,-813,-100.0
Kasganj,Crimes Against Children,2018,188,163,25,15.3
Kasganj,Crimes Against Children,2019,278,188,90,47.9
Kasganj,Crimes Against Children,2020,259,278,-19,-6.8
Kasganj,Crimes Against Children,2021,343,259,84,32.4
Kasganj,Crimes Against Children,2022,216,343,-127,-37.0
Kasganj,Crimes Against Children,2023,335,216,119,55.1
Kasganj,Crimes Against SCs,2018,72,56,16,28.6
Kasganj,Crimes Against SCs,2019,65,72,-7,-9.7
Kasganj,Crimes Against SCs,2020,119,65,54,83.1
Kasganj,Crimes Against SCs,2021,97,119,-22,-18.5
