District,Year,Crime_Type,Total,Source
Kanpur Nagar,2016,Crimes Against STs,0,NCRB
Kanpur Nagar,2016,Crimes Against STs,0,NCRB
Kanpur Nagar,2018,Crimes Against STs,0,NCRB
Kanpur Nagar,2019,Crimes Against STs,0,NCRB
Kanpur Nagar,2020,Crimes Against STs,0,NCRB
Kanpur Nagar,2016,Crimes Against Women,1412,NCRB
Kanpur Nagar,2018,Crimes Against Women,2148,NCRB
Kanpur Nagar,2019,Crimes Against Women,1884,NCRB
Kanpur Nagar,2020,Crimes Against Women,1537,NCRB
Kanpur Nagar,2018,Cyber Crimes,291,NCRB
Kanpur Nagar,2019,Cyber Crimes,393,NCRB
Kanpur Nagar,2020,Cyber Crimes,353,NCRB
Kanpur Nagar,2014,Cybercrime,455,Kaggle
Kanpur Nagar,2015,Cybercrime,550,Kaggle
Kanpur Nagar,2016,Cybercrime,540,Kaggle
Kanpur Nagar,2017,Cybercrime,661,Kaggle
Kanpur Nagar,2018,Cybercrime,494,Kaggle
Kanpur Nagar,2019,Cybercrime,379,Kaggle
Kanpur Nagar,2020,Cybercrime,1088,Kaggle
Kanpur Nagar,2021,Cybercrime,265,Kaggle
Kanpur Nagar,2022,Cybercrime,186,Kaggle
Kanpur Nagar,2023,Cybercrime,525,Kaggle
Kanpur Nagar,2014,Dowry Deaths,909,Kaggle
Kanpur Nagar,2015,Dowry Deaths,832,Kaggle
Kanpur Nagar,2016,Dowry Deaths,765,Kaggle
Kanpur Nagar,2017,Dowry Deaths,947,Kaggle
Kanpur Nagar,2018,Dowry Deaths,1033,Kaggle
Kanpur Nagar,2019,Dowry Deaths,772,Kaggle
Kanpur Nagar,2020,Dowry Deaths,820,Kaggle
Kanpur Nagar,2021,Dowry Deaths,641,Kaggle
Kanpur Nagar,2022,Dowry Deaths,430,Kaggle
Kanpur Nagar,2023,Dowry Deaths,391,Kaggle
Kanpur Nagar,2014,Fraud,948,Kaggle
Kanpur Nagar,2015,Fraud,397,Kaggle
Kanpur Nagar,2016,Fraud,939,Kaggle
Kanpur Nagar,2017,Fraud,847,Kaggle
Kanpur Nagar,2018,Fraud,116,Kaggle
Kanpur Nagar,2019,Fraud,248,Kaggle
Kanpur Nagar,2020,Fraud,913,Kaggle
Kanpur Nagar,2021,Fraud,1029,Kaggle
Kanpur Nagar,2022,Fraud,842,Kaggle
Kanpur Nagar,2023,Fraud,941,Kaggle
Kanpur Nagar,2016,IPC Crimes,8028,NCRB
Kanpur Nagar,2018,IPC Crimes,9209,NCRB
Kanpur Nagar,2019,IPC Crimes,10071,NCRB
Kanpur Nagar,2020,IPC Crimes,8011,NCRB
Kanpur Nagar,2018,Juvenile IPC,13,NCRB
Kanpur Nagar,2019,Juvenile IPC,9,NCRB
Kanpur Nagar,2020,Juvenile IPC,19,NCRB
Kanpur Nagar,2018,Juvenile SLL,0,NCRB
Kanpur Nagar,2019,Juvenile SLL,2,NCRB
Kanpur Nagar,2020,Juvenile SLL,0,NCRB
Kanpur Nagar,2014,Kidnapping,677,Kaggle
Kanpur Nagar,2015,Kidnapping,1093,Kaggle
Kanpur Nagar,2016,Kidnapping,26,Kaggle
Kanpur Nagar,2017,Kidnapping,131,Kaggle
Kanpur Nagar,2018,Kidnapping,611,Kaggle
Kanpur Nagar,2019,Kidnapping,321,Kaggle
Kanpur Nagar,2020,Kidnapping,449,Kaggle
Kanpur Nagar,2021,Kidnapping,263,Kaggle
Kanpur Nagar,2022,Kidnapping,601,Kaggle
Kanpur Nagar,2023,Kidnapping,417,Kaggle
Kanpur Nagar,2018,Missing Persons,0,NCRB
Kanpur Nagar,2019,Missing Persons,0,NCRB
Kanpur Nagar,2020,Missing Persons,0,NCRB
Kanpur Nagar,2014,Murder,24,Kaggle
Kanpur Nagar,2015,Murder,644,Kaggle
Kanpur Nagar,2016,Murder,434,Kaggle
Kanpur Nagar,2017,Murder,224,Kaggle
Kanpur Nagar,2018,Murder,92,Kaggle
Kanpur Nagar,2019,Murder,633,Kaggle
Kanpur Nagar,2020,Murder,951,Kaggle
Kanpur Nagar,2021,Murder,1183,Kaggle
Kanpur Nagar,2022,Murder,487,Kaggle
Kanpur Nagar,2023,Murder,1130,Kaggle
Kanpur Nagar,2014,Rape,304,Kaggle
Kanpur Nagar,2015,Rape,290,Kaggle
Kanpur Nagar,2016,Rape,1047,Kaggle
Kanpur Nagar,2017,Rape,770,Kaggle
Kanpur Nagar,2018,Rape,59,Kaggle
Kanpur Nagar,2019,Rape,393,Kaggle
Kanpur Nagar,2020,Rape,983,Kaggle
Kanpur Nagar,2021,Rape,795,Kaggle
Kanpur Nagar,2022,Rape,605,Kaggle
Kanpur Nagar,2023,Rape,428,Kaggle
Kanpur Nagar,2014,Robbery,1077,Kaggle
Kanpur Nagar,2015,Robbery,1167,Kaggle
Kanpur Nagar,2016,Robbery,965,Kaggle
Kanpur Nagar,2017,Robbery,137,Kaggle
Kanpur Nagar,2018,Robbery,353,Kaggle
Kanpur Nagar,2019,Robbery,675,Kaggle
Kanpur Nagar,2020,Robbery,692,Kaggle
Kanpur Nagar,2021,Robbery,578,Kaggle
Kanpur Nagar,2022,Robbery,814,Kaggle
Kanpur Nagar,2023,Robbery,126,Kaggle
Kanpur Nagar,2016,SLL Crimes,4767,NCRB
Kanpur Nagar,2018,SLL Crimes,4886,NCRB
Kanpur Nagar,2019,SLL Crimes,6179,NCRB
Kanpur Nagar,2020,SLL Crimes,11795,NCRB
Kanpur Nagar,2014,Theft,65,Kaggle
Kanpur Nagar,2015,Theft,829,Kaggle
Kanpur Nagar,2016,Theft,859,Kaggle
Kanpur Nagar,2017,Theft,329,Kaggle
Kanpur Nagar,2018,Theft,366,Kaggle
Kanpur Nagar,2019,Theft,1060,Kaggle
Kanpur Nagar,2020,Theft,40,Kaggle
Kanpur Nagar,2021,Theft,569,Kaggle
Kanpur Nagar,2022,Theft,308,Kaggle
Kanpur Nagar,2023,Theft,717,Kaggle
Kanpur Outer,2021,Crimes Against Children,169,NCRB
Kanpur Outer,2022,Crimes Against Children,0,NCRB
Kanpur Outer,2021,Crimes Against SCs,167,NCRB
Kanpur Outer,2022,Crimes Against SCs,0,NCRB
Kanpur Outer,2021,Crimes Against STs,0,NCRB
Kanpur Outer,2022,Crimes Against STs,0,NCRB
Kanpur Outer,2021,Crimes Against Women,549,NCRB
Kanpur Outer,2022,Crimes Against Women,0,NCRB
Kanpur Outer,2021,Cyber Crimes,34,NCRB
Kanpur Outer,2022,Cyber Crimes,0,NCRB
Kanpur Outer,2021,IPC Crimes,2719,NCRB
Kanpur Outer,2022,IPC Crimes,0,NCRB
Kanpur Outer,2021,Juvenile IPC,2,NCRB
Kanpur Outer,2022,Juvenile IPC,0,NCRB
Kanpur Outer,2021,Juvenile SLL,0,NCRB
Kanpur Outer,2022,Juvenile SLL,0,NCRB
Kanpur Outer,2021,Missing Persons,67,NCRB
Kanpur Outer,2022,Missing Persons,0,NCRB
Kanpur Outer,2021,SLL Crimes,813,NCRB
Kanpur Outer,2022,SLL Crimes,0,NCRB
Kasganj,2016,Crimes Against Children,163,NCRB
Kasganj,2018,Crimes Against Children,188,NCRB
Kasganj,2019,Crimes Against Children,278,NCRB
Kasganj,2020,Crimes Against Children,259,NCRB
Kasganj,2021,Crimes Against Children,343,NCRB
Kasganj,2022,Crimes Against Children,216,NCRB
Kasganj,2023,Crimes Against Children,335,NCRB
Kasganj,2016,Crimes Against SCs,56,NCRB
Kasganj,2018,Crimes Against SCs,72,NCRB
Kasganj,2019,Crimes Against SCs,65,NCRB
Kasganj,2020,Crimes Against SCs,119,NCRB
Kasganj,2021,Crimes Against SCs,97,NCRB
Kasganj,2022,Crimes Against SCs,111,NCRB
Kasganj,2023,Crimes Against SCs,114,NCRB
Kasganj,2016,Crimes Against STs,0,NCRB
Kasganj,2016,Crimes Against STs,0,NCRB
Kasganj,2018,Crimes Against STs,0,NCRB
Kasganj,2019,Crimes Against STs,0,NCRB
Kasganj,2020,Crimes Against STs,0,NCRB
Kasganj,2021,Crimes Against STs,0,NCRB
Kasganj,2022,Crimes Against STs,0,NCRB
Kasganj,2023,Crimes Against STs,0,NCRB
Kasganj,2016,Crimes Against Women,319,NCRB
Kasganj,2018,Crimes Against Women,470,NCRB
Kasganj,2019,Crimes Against Women,572,NCRB
Kasganj,2020,Crimes Against Women,751,NCRB
Kasganj,2021,Crimes Against Women,801,NCRB
Kasganj,2022,Crimes Against Women,646,NCRB
Kasganj,2023,Crimes Against Women,822,NCRB
Kasganj,2018,Cyber Crimes,20,NCRB
Kasganj,2019,Cyber Crimes,49,NCRB
Kasganj,2020,Cyber Crimes,40,NCRB
Kasganj,2021,Cyber Crimes,26,NCRB
Kasganj,2022,Cyber Crimes,51,NCRB
Kasganj,2023,Cyber Crimes,70,NCRB
Kasganj,2016,IPC Crimes,1489,NCRB
Kasganj,2018,IPC Crimes,2014,NCRB
Kasganj,2019,IPC Crimes,2187,NCRB
Kasganj,2020,IPC Crimes,3055,NCRB
Kasganj,2021,IPC Crimes,2799,NCRB
Kasganj,2022,IPC Crimes,2925,NCRB
Kasganj,2023,IPC Crimes,3142,NCRB
Kasganj,2018,Juvenile IPC,0,NCRB
Kasganj,2019,Juvenile IPC,0,NCRB
Kasganj,2020,Juvenile IPC,0,NCRB
Kasganj,2021,Juvenile IPC,0,NCRB
Kasganj,2022,Juvenile IPC,0,NCRB
Kasganj,2023,Juvenile IPC,0,NCRB
Kasganj,2018,Juvenile SLL,0,NCRB
Kasganj,2019,Juvenile SLL,0,NCRB
Kasganj,2020,Juvenile SLL,0,NCRB
Kasganj,2021,Juvenile SLL,0,NCRB
Kasganj,2022,Juvenile SLL,0,NCRB
Kasganj,2023,Juvenile SLL,0,NCRB
Kasganj,2018,Missing Persons,0,NCRB
Kasganj,2019,Missing Persons,0,NCRB
Kasganj,2020,Missing Persons,0,NCRB
Kasganj,2021,Missing Persons,86,NCRB
Kasganj,2022,Missing Persons,0,NCRB
Kasganj,2023,Missing Persons,0,NCRB
Kasganj,2016,SLL Crimes,1381,NCRB
Kasganj,2018,SLL Crimes,2484,NCRB
Kasganj,2019,SLL Crimes,2628,NCRB
Kasganj,2020,SLL Crimes,1064,NCRB
Kasganj,2021,SLL Crimes,5569,NCRB
Kasganj,2022,SLL Crimes,4126,NCRB
Kasganj,2023,SLL Crimes,2911,NCRB
Kaushambi,2016,Crimes Against Children,265,NCRB
Kaushambi,2018,Crimes Against Children,218,NCRB
Kaushambi,2019,Crimes Against Children,216,NCRB
Kaushambi,2020,Crimes Against Children,289,NCRB
Kaushambi,2021,Crimes Against Children,182,NCRB
Kaushambi,2022,Crimes Against Children,211,NCRB
Kaushambi,2023,Crimes Against Children,287,NCRB
Kaushambi,2016,Crimes Against SCs,115,NCRB
Kaushambi,2018,Crimes Against SCs,102,NCRB
Kaushambi,2019,Crimes Against SCs,132,NCRB
Kaushambi,2020,Crimes Against SCs,154,NCRB
Kaushambi,2021,Crimes Against SCs,129,NCRB
Kaushambi,2022,Crimes Against SCs,190,NCRB
Kaushambi,2023,Crimes Against SCs,203,NCRB
Kaushambi,2016,Crimes Against STs,9,NCRB
Kaushambi,2016,Crimes Against STs,0,NCRB
Kaushambi,2018,Crimes Against STs,0,NCRB
Kaushambi,2019,Crimes Against STs,0,NCRB
Kaushambi,2020,Crimes Against STs,0,NCRB
Kaushambi,2021,Crimes Against STs,0,NCRB
Kaushambi,2022,Crimes Against STs,0,NCRB
Kaushambi,2023,Crimes Against STs,0,NCRB
Kaushambi,2016,Crimes Against Women,498,NCRB
Kaushambi,2018,Crimes Against Women,375,NCRB
Kaushambi,2019,Crimes Against Women,343,NCRB
Kaushambi,2020,Crimes Against Women,377,NCRB
Kaushambi,2021,Crimes Against Women,360,NCRB
Kaushambi,2022,Crimes Against Women,392,NCRB
Kaushambi,2023,Crimes Against Women,564,NCRB
Kaushambi,2018,Cyber Crimes,28,NCRB
Kaushambi,2019,Cyber Crimes,42,NCRB
Kaushambi,2020,Cyber Crimes,80,NCRB
Kaushambi,2021,Cyber Crimes,39,NCRB
Kaushambi,2022,Cyber Crimes,55,NCRB
Kaushambi,2023,Cyber Crimes,54,NCRB
Kaushambi,2016,IPC Crimes,2145,NCRB
Kaushambi,2018,IPC Crimes,2419,NCRB
Kaushambi,2019,IPC Crimes,2223,NCRB
Kaushambi,2020,IPC Crimes,4678,NCRB
Kaushambi,2021,IPC Crimes,2573,NCRB
Kaushambi,2022,IPC Crimes,2800,NCRB
Kaushambi,2023,IPC Crimes,3381,NCRB
Kaushambi,2018,Juvenile IPC,0,NCRB
Kaushambi,2019,Juvenile IPC,0,NCRB
Kaushambi,2020,Juvenile IPC,0,NCRB
Kaushambi,2021,Juvenile IPC,0,NCRB
Kaushambi,2022,Juvenile IPC,0,NCRB
Kaushambi,2023,Juvenile IPC,0,NCRB
Kaushambi,2018,Juvenile SLL,0,NCRB
Kaushambi,2019,Juvenile SLL,0,NCRB
Kaushambi,2020,Juvenile SLL,0,NCRB
Kaushambi,2021,Juvenile SLL,0,NCRB
Kaushambi,2022,Juvenile SLL,0,NCRB
Kaushambi,2023,Juvenile SLL,0,NCRB
Kaushambi,2018,Missing Persons,0,NCRB
Kaushambi,2019,Missing Persons,0,NCRB
Kaushambi,2020,Missing Persons,0,NCRB
Kaushambi,2021,Missing Persons,0,NCRB
Kaushambi,2022,Missing Persons,210,NCRB
Kaushambi,2023,Missing Persons,287,NCRB
Kaushambi,2016,SLL Crimes,1724,NCRB
Kaushambi,2018,SLL Crimes,2272,NCRB
Kaushambi,2019,SLL Crimes,3381,NCRB
Kaushambi,2020,SLL Crimes,3027,NCRB
Kaushambi,2021,SLL Crimes,1936,NCRB
Kaushambi,2022,SLL Crimes,3754,NCRB
Kaushambi,2023,SLL Crimes,2631,NCRB
Khiri,2016,Crimes Against Children,352,NCRB
Khiri,2018,Crimes Against Children,197,NCRB
Khiri,2019,Crimes Against Children,426,NCRB
Khiri,2020,Crimes Against Children,237,NCRB
Khiri,2021,Crimes Against Children,146,NCRB
Khiri,2022,Crimes Against Children,360,NCRB
Khiri,2023,Crimes Against Children,332,NCRB
Khiri,2016,Crimes Against SCs,237,NCRB
Khiri,2018,Crimes Against SCs,345,NCRB
Khiri,2019,Crimes Against SCs,410,NCRB
Khiri,2020,Crimes Against SCs,279,NCRB
Khiri,2021,Crimes Against SCs,446,NCRB
Khiri,2022,Crimes Against SCs,317,NCRB
Khiri,2023,Crimes Against SCs,370,NCRB
Khiri,2016,Crimes Against STs,0,NCRB
Khiri,2016,Crimes Against STs,0,NCRB
Khiri,2018,Crimes Against STs,0,NCRB
Khiri,2019,Crimes Against STs,0,NCRB
Khiri,2020,Crimes Against STs,0,NCRB
Khiri,2021,Crimes Against STs,0,NCRB
Khiri,2022,Crimes Against STs,0,NCRB
Khiri,2023,Crimes Against STs,0,NCRB
Khiri,2016,Crimes Against Women,797,NCRB
Khiri,2018,Crimes Against Women,1012,NCRB
Khiri,2019,Crimes Against Women,1110,NCRB
Khiri,2020,Crimes Against Women,1163,NCRB
Khiri,2021,Crimes Against Women,731,NCRB
Khiri,2022,Crimes Against Women,829,NCRB
Khiri,2023,Crimes Against Women,561,NCRB
Khiri,2018,Cyber Crimes,112,NCRB
Khiri,2019,Cyber Crimes,79,NCRB
Khiri,2020,Cyber Crimes,98,NCRB
Khiri,2021,Cyber Crimes,48,NCRB
Khiri,2022,Cyber Crimes,71,NCRB
Khiri,2023,Cyber Crimes,37,NCRB
Khiri,2016,IPC Crimes,4425,NCRB
Khiri,2018,IPC Crimes,5884,NCRB
Khiri,2019,IPC Crimes,7553,NCRB
Khiri,2020,IPC Crimes,6136,NCRB
Khiri,2021,IPC Crimes,5218,NCRB
Khiri,2022,IPC Crimes,9100,NCRB
Khiri,2023,IPC Crimes,6417,NCRB
Khiri,2018,Juvenile IPC,0,NCRB
Khiri,2019,Juvenile IPC,1,NCRB
Khiri,2020,Juvenile IPC,0,NCRB
Khiri,2021,Juvenile IPC,0,NCRB
Khiri,2022,Juvenile IPC,0,NCRB
Khiri,2023,Juvenile IPC,0,NCRB
Khiri,2018,Juvenile SLL,0,NCRB
Khiri,2019,Juvenile SLL,0,NCRB
Khiri,2020,Juvenile SLL,0,NCRB
Khiri,2021,Juvenile SLL,0,NCRB
Khiri,2022,Juvenile SLL,0,NCRB
Khiri,2023,Juvenile SLL,0,NCRB
Khiri,2018,Missing Persons,0,NCRB
Khiri,2019,Missing Persons,0,NCRB
Khiri,2020,Missing Persons,0,NCRB
Khiri,2021,Missing Persons,81,NCRB
Khiri,2022,Missing Persons,0,NCRB
Khiri,2023,Missing Persons,125,NCRB
Khiri,2016,SLL Crimes,2514,NCRB
Khiri,2018,SLL Crimes,3099,NCRB
Khiri,2019,SLL Crimes,4514,NCRB
Khiri,2020,SLL Crimes,6374,NCRB
Khiri,2021,SLL Crimes,8112,NCRB
Khiri,2022,SLL Crimes,8847,NCRB
Khiri,2023,SLL Crimes,9430,NCRB
Kushi Nagar,2016,Crimes Against Children,209,NCRB
Kushi Nagar,2018,Crimes Against Children,305,NCRB
Kushi Nagar,2019,Crimes Against Children,170,NCRB
Kushi Nagar,2020,Crimes Against Children,245,NCRB
Kushi Nagar,2021,Crimes Against Children,264,NCRB
Kushi Nagar,2022,Crimes Against Children,325,NCRB
Kushi Nagar,2023,Crimes Against Children,422,NCRB
Kushi Nagar,2016,Crimes Against SCs,143,NCRB
Kushi Nagar,2018,Crimes Against SCs,181,NCRB
Kushi Nagar,2019,Crimes Against SCs,172,NCRB
Kushi Nagar,2020,Crimes Against SCs,222,NCRB
Kushi Nagar,2021,Crimes Against SCs,199,NCRB
Kushi Nagar,2022,Crimes Against SCs,237,NCRB
Kushi Nagar,2023,Crimes Against SCs,287,NCRB
Kushi Nagar,2016,Crimes Against STs,8,NCRB
Kushi Nagar,2016,Crimes Against STs,0,NCRB
Kushi Nagar,2018,Crimes Against STs,0,NCRB
Kushi Nagar,2019,Crimes Against STs,0,NCRB
Kushi Nagar,2020,Crimes Against STs,0,NCRB
Kushi Nagar,2021,Crimes Against STs,0,NCRB
Kushi Nagar,2022,Crimes Against STs,0,NCRB
Kushi Nagar,2023,Crimes Against STs,0,NCRB
Kushi Nagar,2016,Crimes Against Women,591,NCRB
Kushi Nagar,2018,Crimes Against Women,528,NCRB
Kushi Nagar,2019,Crimes Against Women,562,NCRB
Kushi Nagar,2020,Crimes Against Women,505,NCRB
Kushi Nagar,2021,Crimes Against Women,618,NCRB
Kushi Nagar,2022,Crimes Against Women,764,NCRB
Kushi Nagar,2023,Crimes Against Women,999,NCRB
Kushi Nagar,2018,Cyber Crimes,90,NCRB
Kushi Nagar,2019,Cyber Crimes,80,NCRB
Kushi Nagar,2020,Cyber Crimes,68,NCRB
Kushi Nagar,2021,Cyber Crimes,87,NCRB
Kushi Nagar,2022,Cyber Crimes,108,NCRB
Kushi Nagar,2023,Cyber Crimes,130,NCRB
Kushi Nagar,2016,IPC Crimes,3296,NCRB
Kushi Nagar,2018,IPC Crimes,3688,NCRB
Kushi Nagar,2019,IPC Crimes,3406,NCRB
Kushi Nagar,2020,IPC Crimes,2648,NCRB
Kushi Nagar,2021,IPC Crimes,3783,NCRB
Kushi Nagar,2022,IPC Crimes,5623,NCRB
Kushi Nagar,2023,IPC Crimes,7458,NCRB
Kushi Nagar,2018,Juvenile IPC,86,NCRB
Kushi Nagar,2019,Juvenile IPC,0,NCRB
Kushi Nagar,2020,Juvenile IPC,56,NCRB
Kushi Nagar,2021,Juvenile IPC,78,NCRB
Kushi Nagar,2022,Juvenile IPC,103,NCRB
Kushi Nagar,2023,Juvenile IPC,108,NCRB
Kushi Nagar,2018,Juvenile SLL,0,NCRB
Kushi Nagar,2019,Juvenile SLL,0,NCRB
Kushi Nagar,2020,Juvenile SLL,0,NCRB
Kushi Nagar,2021,Juvenile SLL,0,NCRB
Kushi Nagar,2022,Juvenile SLL,0,NCRB
Kushi Nagar,2023,Juvenile SLL,0,NCRB
Kushi Nagar,2018,Missing Persons,0,NCRB
Kushi Nagar,2019,Missing Persons,0,NCRB
Kushi Nagar,2020,Missing Persons,0,NCRB
Kushi Nagar,2021,Missing Persons,31,NCRB
Kushi Nagar,2022,Missing Persons,43,NCRB
Kushi Nagar,2023,Missing Persons,55,NCRB
Kushi Nagar,2016,SLL Crimes,3376,NCRB
Kushi Nagar,2018,SLL Crimes,3245,NCRB
Kushi Nagar,2019,SLL Crimes,2623,NCRB
Kushi Nagar,2020,SLL Crimes,3819,NCRB
Kushi Nagar,2021,SLL Crimes,3277,NCRB
Kushi Nagar,2022,SLL Crimes,3558,NCRB
Kushi Nagar,2023,SLL Crimes,3311,NCRB
Lalitpur,2016,Crimes Against Children,92,NCRB
Lalitpur,2018,Crimes Against Children,148,NCRB
Lalitpur,2019,Crimes Against Children,36,NCRB
Lalitpur,2020,Crimes Against Children,32,NCRB
Lalitpur,2021,Crimes Against Children,51,NCRB
Lalitpur,2022,Crimes Against Children,48,NCRB
Lalitpur,2023,Crimes Against Children,49,NCRB
Lalitpur,2016,Crimes Against SCs,125,NCRB
Lalitpur,2018,Crimes Against SCs,154,NCRB
Lalitpur,2019,Crimes Against SCs,63,NCRB
Lalitpur,2020,Crimes Against SCs,106,NCRB
Lalitpur,2021,Crimes Against SCs,144,NCRB
Lalitpur,2022,Crimes Against SCs,22,NCRB
Lalitpur,2023,Crimes Against SCs,113,NCRB
Lalitpur,2016,Crimes Against STs,2,NCRB
Lalitpur,2016,Crimes Against STs,0,NCRB
Lalitpur,2018,Crimes Against STs,0,NCRB
Lalitpur,2019,Crimes Against STs,0,NCRB
Lalitpur,2020,Crimes Against STs,0,NCRB
Lalitpur,2021,Crimes Against STs,0,NCRB
Lalitpur,2022,Crimes Against STs,0,NCRB
Lalitpur,2023,Crimes Against STs,0,NCRB
Lalitpur,2016,Crimes Against Women,197,NCRB
Lalitpur,2018,Crimes Against Women,395,NCRB
Lalitpur,2019,Crimes Against Women,138,NCRB
Lalitpur,2020,Crimes Against Women,110,NCRB
Lalitpur,2021,Crimes Against Women,176,NCRB
Lalitpur,2022,Crimes Against Women,212,NCRB
Lalitpur,2023,Crimes Against Women,185,NCRB
Lalitpur,2018,Cyber Crimes,37,NCRB
Lalitpur,2019,Cyber Crimes,16,NCRB
Lalitpur,2020,Cyber Crimes,15,NCRB
Lalitpur,2021,Cyber Crimes,20,NCRB
Lalitpur,2022,Cyber Crimes,36,NCRB
Lalitpur,2023,Cyber Crimes,38,NCRB
Lalitpur,2016,IPC Crimes,1139,NCRB
Lalitpur,2018,IPC Crimes,2002,NCRB
Lalitpur,2019,IPC Crimes,1396,NCRB
Lalitpur,2020,IPC Crimes,1317,NCRB
Lalitpur,2021,IPC Crimes,1542,NCRB
Lalitpur,2022,IPC Crimes,1752,NCRB
Lalitpur,2023,IPC Crimes,2109,NCRB
Lalitpur,2018,Juvenile IPC,0,NCRB
Lalitpur,2019,Juvenile IPC,0,NCRB
Lalitpur,2020,Juvenile IPC,0,NCRB
Lalitpur,2021,Juvenile IPC,0,NCRB
Lalitpur,2022,Juvenile IPC,0,NCRB
Lalitpur,2023,Juvenile IPC,0,NCRB
Lalitpur,2018,Juvenile SLL,0,NCRB
Lalitpur,2019,Juvenile SLL,0,NCRB
Lalitpur,2020,Juvenile SLL,0,NCRB
Lalitpur,2021,Juvenile SLL,0,NCRB
Lalitpur,2022,Juvenile SLL,0,NCRB
Lalitpur,2023,Juvenile SLL,0,NCRB
Lalitpur,2018,Missing Persons,0,NCRB
Lalitpur,2019,Missing Persons,0,NCRB
Lalitpur,2020,Missing Persons,0,NCRB
Lalitpur,2021,Missing Persons,74,NCRB
Lalitpur,2022,Missing Persons,124,NCRB
Lalitpur,2023,Missing Persons,132,NCRB
Lalitpur,2016,SLL Crimes,1652,NCRB
Lalitpur,2018,SLL Crimes,2887,NCRB
Lalitpur,2019,SLL Crimes,1741,NCRB
Lalitpur,2020,SLL Crimes,2065,NCRB
Lalitpur,2021,SLL Crimes,2097,NCRB
Lalitpur,2022,SLL Crimes,7612,NCRB
Lalitpur,2023,SLL Crimes,7125,NCRB
Lucknow,2014,Assault,95,Kaggle
Lucknow,2015,Assault,441,Kaggle
Lucknow,2016,Assault,851,Kaggle
Lucknow,2017,Assault,1009,Kaggle
Lucknow,2018,Assault,48,Kaggle
Lucknow,2019,Assault,117,Kaggle
Lucknow,2020,Assault,590,Kaggle
Lucknow,2021,Assault,938,Kaggle
Lucknow,2022,Assault,72,Kaggle
Lucknow,2023,Assault,478,Kaggle
Lucknow,2014,Burglary,332,Kaggle
Lucknow,2015,Burglary,191,Kaggle
Lucknow,2016,Burglary,180,Kaggle
Lucknow,2017,Burglary,605,Kaggle
Lucknow,2018,Burglary,58,Kaggle
Lucknow,2019,Burglary,113,Kaggle
Lucknow,2020,Burglary,926,Kaggle
Lucknow,2021,Burglary,1140,Kaggle
Lucknow,2022,Burglary,1043,Kaggle
Lucknow,2023,Burglary,501,Kaggle
Lucknow,2016,Crimes Against Children,1175,NCRB
Lucknow,2018,Crimes Against Children,839,NCRB
Lucknow,2019,Crimes Against Children,468,NCRB
Lucknow,2016,Crimes Against SCs,420,NCRB
Lucknow,2018,Crimes Against SCs,463,NCRB
Lucknow,2019,Crimes Against SCs,468,NCRB
Lucknow,2016,Crimes Against STs,112,NCRB
Lucknow,2016,Crimes Against STs,0,NCRB
Lucknow,2018,Crimes Against STs,0,NCRB
Lucknow,2019,Crimes Against STs,0,NCRB
Lucknow,2016,Crimes Against Women,3000,NCRB
Lucknow,2018,Crimes Against Women,1969,NCRB
Lucknow,2019,Crimes Against Women,2922,NCRB
Lucknow,2018,Cyber Crimes,1000,NCRB
Lucknow,2019,Cyber Crimes,1313,NCRB
Lucknow,2014,Cybercrime,582,Kaggle
Lucknow,2015,Cybercrime,1045,Kaggle
Lucknow,2016,Cybercrime,920,Kaggle
Lucknow,2017,Cybercrime,1025,Kaggle
Lucknow,2018,Cybercrime,487,Kaggle
Lucknow,2019,Cybercrime,392,Kaggle
Lucknow,2020,Cybercrime,152,Kaggle
Lucknow,2021,Cybercrime,400,Kaggle
Lucknow,2022,Cybercrime,244,Kaggle
Lucknow,2023,Cybercrime,825,Kaggle
Lucknow,2014,Dowry Deaths,386,Kaggle
Lucknow,2015,Dowry Deaths,713,Kaggle
Lucknow,2016,Dowry Deaths,383,Kaggle
Lucknow,2017,Dowry Deaths,82,Kaggle
Lucknow,2018,Dowry Deaths,578,Kaggle
Lucknow,2019,Dowry Deaths,360,Kaggle
Lucknow,2020,Dowry Deaths,557,Kaggle
Lucknow,2021,Dowry Deaths,655,Kaggle
Lucknow,2022,Dowry Deaths,189,Kaggle
Lucknow,2023,Dowry Deaths,60,Kaggle
Lucknow,2014,Fraud,523,Kaggle
Lucknow,2015,Fraud,661,Kaggle
Lucknow,2016,Fraud,405,Kaggle
Lucknow,2017,Fraud,997,Kaggle
Lucknow,2018,Fraud,372,Kaggle
Lucknow,2019,Fraud,923,Kaggle
Lucknow,2020,Fraud,69,Kaggle
Lucknow,2021,Fraud,653,Kaggle
Lucknow,2022,Fraud,301,Kaggle
Lucknow,2023,Fraud,617,Kaggle
Lucknow,2016,IPC Crimes,19333,NCRB
Lucknow,2018,IPC Crimes,19867,NCRB
Lucknow,2019,IPC Crimes,19975,NCRB
Lucknow,2018,Juvenile IPC,68,NCRB
Lucknow,2019,Juvenile IPC,60,NCRB
Lucknow,2018,Juvenile SLL,17,NCRB
Lucknow,2019,Juvenile SLL,4,NCRB
Lucknow,2014,Kidnapping,206,Kaggle
Lucknow,2015,Kidnapping,1036,Kaggle
Lucknow,2016,Kidnapping,980,Kaggle
Lucknow,2017,Kidnapping,1037,Kaggle
